83	261	3
84	2	3
84	262	4
85	114	3
85	263	4
85	141	4
86	264	5
86	265	4
87	266	4
87	267	3
87	268	4
87	269	4
87	270	2
88	27	5
89	271	5
89	272	4
90	273	5
91	274	4
91	82	4
91	227	4
91	275	4
92	276	3
93	277	3
94	278	3
94	279	4
95	280	3
95	204	3
95	19	4
95	21	4
95	281	4
95	282	4
96	268	4
97	283	5
97	284	5
97	285	5
97	286	3
98	287	5
99	193	4
100	288	4
100	289	4
101	241	3
101	290	4
101	291	3
101	123	3
102	292	5
103	231	5
104	293	3
104	294	4
104	124	4
104	295	5
105	296	4
105	297	3
105	191	4
105	27	5
105	298	4
105	81	4
105	299	3
105	300	4
105	301	4
105	155	5
106	302	3
106	303	4
106	304	4
106	305	3
106	306	3
107	307	4
108	308	4
109	309	3
109	2	5
109	310	4
109	311	4
109	312	3
110	313	5
110	314	5
110	315	3
111	316	5
111	317	5
111	318	4
112	319	5
112	320	5
112	321	4
112	322	5
113	323	4
113	324	4
114	204	4
114	325	5
115	326	4
115	327	4
115	328	4
115	329	3
115	330	3
115	331	3
115	332	5
115	333	4
116	334	5
116	11	3
116	335	4
116	336	3
117	337	4
117	338	5
117	339	3
118	340	4
118	341	4
119	342	5
120	343	4
120	344	4
121	6	4
121	345	5
122	346	3
123	347	4
123	348	4
124	349	5
124	350	3
124	351	5
125	352	4
125	353	2
126	354	2
126	355	5
127	6	5
127	356	4
128	357	5
128	358	5
129	359	2
130	360	2
131	361	5
131	362	4
132	363	5
132	57	5
133	364	5
134	365	4
134	366	4
134	367	4
134	368	4
134	369	4
135	370	5
135	200	4
136	371	3
136	372	5
136	373	4
137	374	2
137	375	5
137	376	4
137	377	4
138	371	3
138	378	4
138	379	4
138	380	4
138	381	3
138	66	3
138	382	3
138	383	3
138	384	5
138	385	2
138	386	3
138	387	4
138	388	5
138	389	3
138	390	4
138	391	5
138	392	3
138	282	4
139	35	4
139	393	4
139	394	5
140	360	4
140	395	4
140	396	5
140	142	4
140	273	3
140	397	4
140	398	4
140	399	4
140	400	5
140	385	4
140	401	4
140	402	2
140	403	3
140	404	4
140	405	5
140	406	3
140	407	3
140	408	2
140	181	3
141	409	5
141	410	3
141	411	4
142	34	4
143	412	4
143	162	4
144	413	5
145	414	4
145	415	4
146	370	4
146	416	4
147	417	3
147	151	4
148	418	4
148	419	4
148	420	4
148	421	3
148	422	5
148	200	3
149	423	3
149	424	4
150	117	5
150	36	4
150	425	3
150	5	4
150	426	4
150	427	4
151	104	5
151	212	4
152	54	4
153	428	5
153	72	4
153	417	4
153	429	4
153	430	3
154	431	4
155	432	4
156	433	2
156	434	4
156	435	3
156	436	5
156	437	5
157	438	4
157	439	4
157	440	4
158	441	3
159	442	5
160	443	5
161	396	3
161	444	3
161	445	3
161	446	4
161	447	4
162	448	3
162	449	4
163	450	3
164	451	4
164	452	2
164	124	5
164	442	3
164	453	2
164	454	4
164	65	4
164	455	5
164	456	4
164	162	5
165	397	4
165	457	5
165	458	4
165	459	4
166	460	1
166	276	4
166	461	4
167	2	3
167	288	4
167	124	5
167	462	5
167	463	2
168	464	4
168	14	5
169	216	4
169	465	4
170	466	4
171	467	5
171	468	5
172	469	4
173	470	5
173	397	4
173	471	5
173	472	4
173	473	5
173	474	4
174	328	3
174	136	3
174	475	5
174	476	4
174	335	3
175	85	3
176	378	4
177	477	4
177	478	5
178	479	5
178	289	3
178	480	3
178	481	3
178	482	4
178	483	5
179	319	5
179	426	4
180	484	5
181	485	3
181	486	3
181	314	5
181	487	3
181	268	4
181	488	5
181	489	3
181	490	4
181	491	5
181	492	5
181	493	4
181	494	4
182	349	4
182	495	4
182	376	3
182	251	3
182	496	3
182	373	3
182	200	4
183	497	3
183	498	5
183	499	5
183	500	4
183	22	5
184	2	5
184	501	3
184	23	5
185	246	5
185	330	5
185	502	5
185	503	5
185	504	3
185	505	5
186	506	4
186	507	4
187	508	2
187	197	5
187	509	5
188	510	5
189	511	3
189	512	5
189	513	3
189	514	3
189	515	3
190	386	5
190	516	4
190	517	4
190	518	4
190	519	4
190	520	2
191	521	4
192	155	4
193	522	3
194	452	4
194	523	4
194	130	4
194	524	4
195	525	4
195	526	5
195	527	3
195	210	4
196	91	4
197	231	5
197	528	5
198	309	2
198	529	4
199	530	3
200	531	4
200	334	4
201	225	5
201	532	5
202	313	3
203	533	5
204	534	4
204	535	3
204	536	4
205	537	4
205	244	4
206	225	4
206	538	4
206	446	4
206	539	3
206	215	5
206	540	5
207	541	4
207	65	4
208	542	5
208	543	5
208	445	4
208	348	5
208	544	3
208	436	5
208	545	4
209	546	5
210	428	5
211	257	4
211	547	4
211	548	5
211	549	5
211	550	3
211	551	4
212	214	4
212	552	3
212	553	5
212	462	5
212	554	4
213	555	3
213	556	4
213	557	4
213	504	4
214	558	4
215	241	5
215	266	4
215	559	4
215	9	3
215	560	5
216	234	5
216	216	3
216	273	4
216	193	3
216	267	3
216	208	4
216	561	3
216	562	4
216	563	3
216	82	3
216	564	3
216	565	3
216	566	4
217	54	5
218	242	3
218	567	4
218	568	2
218	255	3
219	569	5
220	570	3
221	34	4
221	571	4
221	427	3
222	329	3
222	180	5
222	572	3
223	109	4
223	573	3
223	550	3
224	55	5
225	574	4
226	575	4
226	576	4
226	577	4
227	578	4
227	579	3
227	215	5
228	172	4
228	580	5
229	581	3
229	582	4
230	328	3
230	208	4
231	267	5
231	583	5
232	584	4
232	143	4
233	585	5
233	580	5
234	586	5
234	587	5
234	588	5
234	399	3
234	589	5
234	526	4
235	587	3
235	590	3
236	591	4
236	592	5
236	406	4
236	593	3
236	594	4
237	595	5
237	596	3
238	451	5
238	16	5
238	51	3
238	197	3
238	551	4
238	200	4
238	597	4
239	598	5
240	599	4
240	27	4
241	600	4
241	57	5
241	580	5
241	200	4
242	11	4
242	431	4
243	345	5
244	601	5
245	602	4
245	603	4
245	16	3
245	111	4
245	367	4
245	528	4
246	242	3
246	604	4
246	605	4
246	606	4
247	607	5
247	608	3
248	609	3
249	610	3
249	611	4
250	612	4
251	613	5
251	66	5
251	20	5
251	614	3
251	615	5
252	430	5
252	616	5
252	56	5
252	617	3
252	618	5
252	619	5
252	134	4
252	620	5
253	188	4
253	621	3
253	622	4
254	34	3
254	623	3
254	399	3
255	624	5
256	625	5
256	48	4
257	626	5
258	627	5
259	602	5
259	486	3
259	628	5
259	629	3
260	602	4
261	630	4
261	19	3
261	631	3
262	632	4
263	633	3
263	634	5
264	378	5
264	635	3
265	636	5
266	637	4
266	638	2
266	639	2
266	225	4
266	598	4
266	428	3
266	142	4
266	640	4
267	641	4
267	642	5
267	643	5
267	644	4
268	645	4
268	646	4
268	647	4
269	648	4
269	377	3
270	172	5
270	200	4
270	649	3
271	650	3
272	428	5
272	50	4
272	457	4
272	27	5
272	651	4
272	459	4
272	367	4
273	652	4
273	640	3
273	85	3
273	653	4
273	654	5
274	655	3
275	656	3
276	657	4
276	95	4
277	658	4
278	659	5
279	660	4
279	661	3
279	662	3
280	663	4
280	664	3
280	665	4
280	666	3
281	124	3
282	667	2
282	668	3
283	364	4
283	371	4
283	237	4
283	669	3
283	56	3
283	670	5
283	671	3
283	460	1
284	33	4
285	511	3
285	569	4
285	672	3
286	673	3
286	674	3
287	629	5
287	675	4
287	460	5
287	676	3
288	361	3
288	677	5
289	397	5
289	678	4
289	679	4
290	114	4
290	680	4
291	215	5
292	681	4
292	682	3
293	683	5
293	684	5
293	67	5
293	33	5
293	685	5
293	302	4
293	634	5
293	686	5
293	392	5
293	687	5
294	246	5
294	688	3
294	689	4
295	690	4
295	20	4
295	333	5
296	72	3
296	691	3
297	692	5
298	693	3
298	153	3
298	694	3
298	695	3
299	254	4
299	696	3
300	2	5
301	697	5
301	698	4
302	153	5
302	333	3
303	699	5
303	700	1
303	701	4
303	377	5
304	235	3
304	702	4
304	703	4
305	640	4
305	704	4
305	187	3
306	448	3
307	705	3
308	706	4
308	707	3
308	708	5
308	208	4
308	709	4
308	710	3
308	711	3
309	712	5
310	713	5
310	714	5
310	715	5
310	42	5
310	571	4
310	716	5
310	717	5
310	718	4
310	704	5
310	719	3
310	720	4
310	721	4
311	722	1
311	588	4
311	723	3
311	724	4
312	725	4
312	726	3
313	727	4
313	728	3
314	197	4
314	729	3
314	471	5
314	730	5
314	426	4
314	731	4
314	732	4
315	638	4
316	72	5
316	733	3
316	734	1
317	151	3
317	735	4
317	736	3
318	737	5
318	426	3
318	738	5
319	739	4
320	740	4
321	231	5
321	699	5
321	741	5
321	742	5
321	743	4
321	609	5
321	744	4
321	745	5
321	746	3
321	747	4
322	691	5
322	748	5
322	749	4
322	750	5
323	133	4
324	751	5
324	361	3
324	630	4
325	371	4
325	752	5
326	753	3
327	46	4
327	754	4
328	2	5
328	755	3
329	231	5
329	756	4
329	333	5
330	330	3
331	749	4
331	409	5
331	757	4
331	758	3
332	759	3
332	760	4
332	761	3
333	762	3
334	763	5
335	764	5
336	353	4
336	463	4
337	607	5
337	5	5
337	765	4
338	766	3
339	364	4
339	370	5
339	767	5
339	768	4
340	545	4
341	712	4
341	296	3
341	48	4
341	769	4
342	36	4
342	770	3
343	771	4
343	772	5
344	91	4
345	180	4
346	56	5
347	354	2
348	32	4
349	773	3
350	129	4
350	650	4
350	774	5
350	775	4
351	328	3
351	348	5
351	776	4
351	777	4
352	443	5
352	778	3
352	779	3
353	780	4
353	781	5
353	782	4
354	712	4
354	54	4
354	153	3
354	783	4
355	784	4
356	785	3
356	786	5
357	787	4
357	675	4
357	788	5
357	789	5
358	376	3
359	65	4
359	545	4
359	790	3
360	791	5
360	792	4
360	405	5
360	793	5
361	531	3
361	794	4
361	795	3
361	796	4
362	797	5
362	798	4
363	799	3
364	800	3
365	234	4
365	49	3
366	109	4
366	268	4
366	623	4
366	801	5
367	802	4
367	803	5
367	53	3
367	676	5
367	215	5
368	804	3
369	802	4
370	805	5
370	187	5
371	571	4
372	515	4
372	264	5
373	806	4
373	34	5
373	199	4
374	807	5
374	808	4
374	72	5
375	809	5
376	352	2
377	231	5
377	810	5
378	370	3
379	811	5
379	180	5
380	205	4
380	812	5
380	813	4
380	711	4
381	683	4
381	814	3
382	231	5
382	314	4
382	815	3
382	816	3
382	817	4
382	818	3
382	819	3
382	820	3
382	821	4
382	822	3
382	823	4
383	188	4
384	824	3
385	825	5
386	273	3
386	826	4
386	827	3
386	828	4
386	829	4
387	830	4
387	831	5
387	832	5
387	210	5
387	833	3
387	158	4
388	834	3
388	255	4
388	835	3
388	836	4
389	268	4
389	752	3
389	837	4
390	838	5
391	839	3
392	840	4
392	841	3
393	842	4
393	843	5
393	844	4
393	845	5
393	846	3
394	847	5
394	95	5
394	848	4
395	79	3
396	360	3
396	417	2
396	849	5
396	201	4
396	850	3
396	851	5
396	852	5
397	241	3
397	727	2
397	853	3
398	17	3
398	854	4
399	713	3
399	855	3
399	856	5
399	499	4
399	857	4
399	14	5
399	858	3
400	859	2
400	50	3
400	860	4
401	40	5
401	180	4
401	20	5
402	861	4
402	333	5
403	862	3
403	863	4
403	864	5
404	865	5
405	866	5
405	292	5
405	618	5
406	867	3
406	868	5
406	869	2
406	870	4
406	871	4
406	872	5
406	873	2
406	874	4
406	875	4
406	876	3
407	464	4
407	877	5
407	878	4
407	665	5
407	879	5
407	880	4
408	347	4
408	881	4
408	158	5
409	188	4
409	245	4
409	625	2
409	234	5
409	397	5
409	882	3
409	417	5
409	151	5
409	54	4
409	27	2
409	883	5
409	884	5
409	885	4
409	593	4
409	291	4
410	886	5
410	22	3
411	397	4
411	370	4
411	208	4
411	887	4
411	888	4
411	889	4
411	869	4
412	109	4
412	426	3
412	324	4
413	890	5
414	589	3
414	891	4
414	892	4
415	893	3
415	386	3
415	894	5
416	637	5
416	625	3
417	895	3
418	896	4
418	197	4
418	464	4
418	897	3
418	898	5
418	899	3
418	440	5
418	900	5
418	901	3
419	598	4
419	629	3
419	902	3
420	234	5
420	367	5
420	334	5
420	436	4
420	903	3
420	904	5
421	905	3
421	242	2
421	197	3
421	27	4
421	906	3
421	141	4
422	907	4
422	908	5
423	479	4
423	448	4
423	909	5
423	910	3
423	911	5
423	912	4
424	251	5
425	913	4
425	25	4
425	914	5
425	915	3
426	916	5
426	917	4
426	918	4
426	919	4
426	920	5
427	413	5
428	838	5
429	578	3
429	921	3
429	922	4
430	923	4
430	428	4
430	924	3
430	471	4
430	925	1
431	926	4
431	927	3
431	928	5
431	929	4
432	364	5
432	397	5
432	930	5
433	486	4
433	931	5
433	755	4
433	704	5
433	932	4
434	933	4
434	934	4
434	935	5
434	936	5
434	937	4
435	938	4
435	939	4
435	940	5
436	558	4
437	941	3
437	387	4
437	862	3
437	942	4
438	129	5
439	943	5
439	944	3
439	945	3
440	946	3
440	22	4
441	947	5
441	948	5
441	149	5
442	949	5
442	950	4
442	951	5
442	952	4
443	44	3
443	91	3
443	953	4
443	954	5
443	776	5
444	955	4
445	181	4
446	956	4
446	426	4
446	609	3
447	364	3
447	268	4
448	353	1
448	957	4
448	253	4
448	958	3
449	34	4
449	959	5
449	219	4
450	155	3
451	960	5
451	545	5
452	127	4
453	288	5
453	961	5
454	296	5
454	542	5
454	830	3
454	268	3
454	962	5
454	776	5
455	91	2
455	963	5
456	964	4
456	181	3
456	965	4
456	966	5
457	967	5
457	224	4
457	968	3
457	969	5
458	708	5
458	970	4
458	971	4
458	972	4
459	973	5
459	72	4
459	579	4
460	831	4
461	117	5
461	803	5
461	974	4
462	202	5
462	975	5
463	129	3
463	976	3
463	977	4
464	978	3
465	979	3
465	980	4
465	495	4
465	981	3
465	57	4
465	405	4
465	839	3
465	982	4
465	285	4
466	208	4
466	983	5
467	443	5
467	984	3
468	985	5
469	986	4
470	987	5
470	988	3
470	989	4
471	990	4
471	991	4
471	961	3
471	992	3
471	993	3
472	994	5
472	995	5
473	309	4
473	996	4
473	997	5
473	998	5
473	999	5
473	1000	3
473	1001	4
473	1002	3
473	345	5
474	1003	5
474	991	2
474	1004	3
474	1005	4
475	1006	5
475	1007	5
475	1008	4
475	1009	5
475	1010	5
476	1011	4
476	486	4
476	328	4
476	1012	3
476	114	4
476	1013	5
476	1014	5
476	414	4
476	345	4
476	1015	5
476	215	5
476	162	5
477	1016	5
478	285	4
478	373	5
479	1017	5
479	399	4
479	1018	5
479	1019	5
479	1020	4
479	1021	5
479	846	4
480	54	5
480	446	5
480	205	5
480	927	4
481	129	5
481	705	4
482	1022	5
483	652	5
483	1023	3
483	27	4
483	1024	4
483	659	3
483	215	4
483	1025	4
484	486	3
484	537	4
484	370	3
484	3	4
484	640	4
485	319	5
485	11	3
485	1026	5
486	683	3
486	267	4
487	712	5
487	1027	5
488	1028	5
489	1029	5
490	234	5
490	91	4
490	72	5
490	471	4
490	1030	4
490	426	4
491	577	5
492	1031	4
492	76	4
492	1032	4
493	1033	4
493	1034	4
493	22	4
493	345	5
494	428	5
494	588	4
494	1035	5
494	692	5
494	1036	5
494	1037	5
494	386	5
494	1038	4
494	238	4
494	1039	5
494	1040	5
495	531	4
495	1041	5
496	1042	4
496	1043	3
497	1044	4
497	641	5
498	1045	3
499	830	4
499	187	3
500	1046	5
500	953	4
500	175	3
500	1047	4
501	413	5
501	22	5
501	1048	3
502	370	3
502	23	3
503	1049	3
504	559	5
504	208	3
504	555	4
505	1050	4
505	0	3
505	680	4
506	57	5
506	1051	4
507	1052	5
508	464	5
508	239	5
508	1053	5
508	1054	4
509	72	3
509	1055	5
509	629	4
509	1056	5
509	1057	3
509	1058	3
509	1059	5
509	1060	3
510	268	4
511	1061	5
512	865	5
513	1062	5
513	1063	4
513	1064	3
513	1065	4
513	1066	3
513	1067	5
514	226	5
514	227	4
515	208	5
515	1068	4
515	1069	4
516	1070	4
516	641	3
517	1071	5
517	704	5
517	1072	5
518	3	4
518	496	5
518	1073	3
518	1074	3
518	200	3
519	34	4
519	1075	3
520	933	4
521	34	5
521	1076	3
521	203	3
521	1077	3
521	1078	5
522	1079	2
523	236	3
523	1080	3
524	1023	3
524	1081	3
524	623	3
524	909	3
524	1082	4
525	24	5
525	22	5
525	1083	5
525	345	5
526	129	4
527	137	4
527	1084	5
528	1085	5
529	486	4
529	756	4
529	528	4
529	753	3
529	1086	4
529	1087	4
530	334	5
530	1088	5
531	1089	3
531	1090	5
532	1091	3
533	50	3
533	1092	3
533	301	4
534	1093	5
535	1094	4
536	129	4
536	25	4
536	208	5
536	263	5
536	925	3
536	911	5
537	1095	5
538	72	3
538	180	5
539	629	3
540	1076	5
540	345	5
540	1096	3
540	200	4
541	426	3
542	737	4
542	186	5
543	587	4
543	1097	5
544	1098	3
545	1099	3
545	1100	4
545	291	3
546	340	5
546	1101	5
547	364	4
547	1102	3
547	1103	4
547	1015	5
548	370	4
548	471	5
548	902	4
548	1104	5
548	1105	5
549	1106	5
549	334	5
549	1107	4
550	602	4
550	391	3
550	786	3
550	221	5
551	1108	3
551	150	4
551	1109	5
552	92	4
553	641	4
553	1110	2
554	1111	5
554	1112	4
554	11	4
555	1113	4
556	273	4
556	713	4
556	791	4
556	1114	5
556	172	4
557	830	3
557	1030	5
558	625	4
558	197	4
558	623	3
558	1115	4
558	1116	4
559	621	5
560	1117	4
561	1118	3
561	328	3
562	1119	5
563	188	4
563	1120	5
563	1121	3
563	1122	4
563	1123	4
564	91	5
564	1124	5
564	1052	5
565	1125	5
565	1126	4
566	1127	4
567	158	5
568	623	4
569	72	3
569	1128	4
570	1129	5
570	208	3
570	1130	3
570	1131	5
571	370	4
571	452	3
572	1132	5
573	702	5
573	124	5
573	909	5
574	354	3
574	504	3
575	324	2
575	1133	4
575	373	3
576	48	3
576	212	5
577	268	5
577	399	5
577	221	5
577	593	5
577	1134	5
578	1135	5
578	139	4
578	971	5
579	1136	3
579	216	5
580	1137	3
580	192	4
581	1138	4
582	1139	5
582	1140	5
582	629	4
582	1141	5
582	1142	5
582	1143	5
582	715	5
582	857	5
582	1144	5
583	267	3
583	1145	1
583	1146	5
583	425	3
583	1147	3
583	1148	5
583	5	5
583	1149	4
584	1150	5
584	1151	4
584	1152	4
584	383	5
584	1153	5
584	1154	4
584	95	5
584	1155	5
584	1030	5
584	180	3
584	1156	5
584	1157	5
584	1158	5
584	1159	5
584	260	5
584	469	4
584	777	4
584	1160	4
584	719	4
584	1161	2
584	1162	4
584	1163	4
584	520	4
585	182	3
585	268	3
586	399	3
586	504	2
586	187	3
587	91	5
588	231	5
588	397	5
588	1164	3
588	769	4
588	1165	4
588	1166	5
588	1167	4
588	642	5
588	1168	4
588	1169	4
588	1170	5
588	1171	5
588	1172	4
588	1173	3
588	1134	3
588	1174	5
588	765	3
589	180	4
590	1076	5
590	1175	5
591	216	5
591	34	4
592	1176	3
592	231	4
592	691	4
593	1177	4
593	1178	5
593	1179	5
594	224	4
594	1180	4
594	877	5
595	1181	4
596	814	4
596	1182	4
596	1183	4
596	253	5
596	1184	3
596	1185	3
597	253	5
598	957	3
598	1186	5
598	1187	5
598	1188	4
599	302	5
599	1189	5
600	231	5
600	129	5
600	1190	5
601	370	4
601	1191	5
602	577	5
603	188	5
603	1192	4
603	1193	3
604	704	3
604	1194	4
605	129	5
605	1195	3
605	114	4
606	1196	4
606	256	5
607	268	4
607	570	5
607	1197	3
608	371	4
608	986	4
608	197	5
609	91	4
609	32	4
609	1198	5
609	210	5
609	405	5
609	1199	3
609	1200	3
609	571	4
610	973	4
610	683	4
610	1201	4
610	1202	5
610	1203	2
610	1204	4
611	231	4
611	370	4
611	376	3
611	348	3
611	885	4
612	373	3
613	225	5
613	397	4
614	1205	3
614	426	4
614	580	4
614	377	4
615	129	4
615	182	4
616	80	3
617	1206	5
617	919	5
617	1207	5
618	231	5
619	1208	4
620	370	3
620	535	3
620	1209	3
620	1210	3
621	313	5
621	354	4
621	22	5
622	1211	5
622	202	5
622	22	5
623	1162	4
623	436	5
624	1212	5
624	1048	2
625	121	4
625	200	4
625	1213	5
626	1214	4
626	1215	3
626	172	4
626	1216	3
627	109	5
627	370	5
628	1217	4
628	278	3
629	1218	4
629	145	5
629	1219	4
629	182	3
629	273	5
629	1220	3
629	208	4
629	1221	5
629	320	5
629	1222	4
629	1223	5
629	255	3
629	1224	4
629	1225	4
629	1226	4
629	1227	4
629	1228	3
630	328	3
630	525	3
631	1229	5
631	2	5
631	1230	5
631	277	5
631	1231	5
631	577	4
631	1008	5
631	1232	5
631	1027	4
631	1233	5
632	334	5
633	923	4
634	1234	4
634	426	4
634	181	3
635	370	5
635	208	4
635	1235	4
635	983	4
636	603	4
636	319	4
636	1236	4
637	896	5
637	1180	5
637	212	4
637	239	3
638	1042	3
638	387	4
638	1108	3
638	1237	3
638	728	3
639	1238	4
640	1211	4
640	24	5
641	1239	4
641	1240	4
641	691	4
641	1241	4
642	256	5
643	11	4
644	360	3
645	208	4
645	1242	5
646	1012	4
646	861	5
647	175	5
647	215	3
648	1243	5
648	419	5
649	360	5
650	1244	4
651	1245	4
651	1246	5
652	555	4
652	1247	4
653	79	4
653	777	3
654	242	3
654	1248	5
654	1249	5
654	1250	5
654	278	4
654	215	4
655	397	5
656	208	4
656	436	5
657	956	5
657	57	5
658	1251	4
659	1252	4
659	11	4
659	1253	4
660	1254	4
660	1255	4
661	1177	4
661	925	5
661	158	4
662	1256	5
662	1057	3
662	1257	3
662	1258	5
663	1259	5
663	1260	5
663	1261	4
663	1262	4
663	1263	4
664	562	4
664	1264	4
665	1265	5
665	748	5
665	678	4
665	471	3
665	1266	4
665	172	4
666	1201	5
666	1135	3
666	446	5
666	1267	5
666	1268	4
666	516	3
666	1029	3
666	1269	5
666	1270	4
667	54	4
667	1221	4
667	1271	3
668	22	4
669	1272	4
669	65	4
669	1273	5
669	1274	4
670	65	4
671	1275	4
672	1276	5
672	1277	5
673	57	5
673	172	5
673	1104	5
674	1278	5
674	1279	4
675	385	4
675	727	4
676	182	4
676	450	3
676	20	5
676	42	5
676	215	5
676	286	3
677	1280	4
677	385	3
677	580	3
678	197	4
678	1281	4
678	1282	2
679	345	4
680	1283	4
680	1284	3
680	65	4
681	1285	5
682	1286	4
682	590	3
682	333	5
682	1287	4
683	231	4
683	367	5
684	399	4
685	1145	4
686	1229	5
686	329	4
686	537	3
686	1288	5
686	16	4
686	347	5
686	1289	4
686	348	5
686	1290	5
686	1291	5
686	1292	4
686	1293	4
687	1281	3
687	1294	4
687	1295	4
688	1296	4
688	1297	5
688	1298	5
688	1299	4
688	1300	5
689	72	3
690	808	3
691	1301	4
691	91	4
692	1302	3
693	1191	5
693	1303	5
693	1173	4
693	1304	3
693	1305	4
693	1306	4
694	1283	3
694	1307	5
695	699	5
695	370	3
696	598	4
696	1308	4
697	313	3
698	699	4
698	273	4
698	109	4
698	1309	4
698	722	4
698	1310	4
698	1180	4
698	1311	4
698	1312	5
698	330	5
698	877	5
698	1206	5
698	345	5
698	1313	5
699	426	4
699	1314	4
699	565	5
699	1315	5
699	1316	3
700	386	3
700	1317	4
700	1318	4
701	1319	4
701	958	4
702	1320	4
702	546	4
703	848	5
704	87	3
705	1321	4
705	151	5
705	285	4
706	792	3
706	79	5
706	1322	5
706	200	3
707	200	3
708	1323	3
708	330	4
708	1324	4
708	1325	4
708	885	4
709	1326	4
709	1327	3
710	324	5
711	1206	4
712	1300	5
713	50	4
713	1328	4
713	1329	5
713	1330	3
713	212	5
713	577	3
713	964	3
713	333	4
714	1331	2
714	1332	5
715	231	4
715	72	4
715	54	4
715	1333	3
715	1334	5
716	1335	1
716	1336	2
716	1337	3
716	1338	5
717	91	5
717	664	3
717	58	3
717	872	3
718	1254	3
718	1044	3
718	930	4
718	1339	4
718	1340	3
718	1341	3
718	1342	4
719	602	4
719	364	5
719	91	4
719	1343	5
720	511	4
720	397	5
721	1344	5
721	22	5
721	187	4
722	1345	5
722	212	5
722	304	5
723	471	5
723	1346	5
723	1347	4
723	1348	4
724	1134	3
725	376	4
726	371	3
726	1131	4
726	422	3
727	231	5
727	1349	4
728	956	5
728	517	5
728	958	5
728	1350	5
728	1351	4
728	1352	3
729	1353	3
729	749	3
730	1354	5
730	1355	4
731	787	4
731	176	4
732	1356	4
733	559	4
733	1357	4
733	1265	3
733	629	4
733	1358	3
734	131	4
735	370	5
735	502	5
735	936	4
735	1359	3
735	545	4
736	367	5
736	1087	4
737	340	4
737	1360	4
738	67	4
738	412	5
739	753	5
740	1361	5
740	1362	4
740	1363	4
740	441	4
